1;1;1;fisico;tarjetas-locas;Tarjetas Locas;tablero de juego de mesa donde se usan bateria y se en foca en perder peso;tablero de juego de mesa donde se usan bateria y se en foca en perder peso;"{""Tamaño"": [40cmX50cm],""Color"": [""establecido""],""Marca"":null}";29;vistas/img/productos/tarjetaslocas/tablero.png;1;404;0;0;0;1;1;19.999;40;vistas/img/ofertas/tableroMuestas.png;0000-00-00 00:00:00;0;1;10;0000-00-00 00:00:00
2;2;2;fisico;cultivo-hidroponico;Cultivo Hidroponico;es un hobbi enfocado en persona que este interesado en cultivo y pezes en donde se binculan cada uno ;es un hobbi enfocado en persona que este interesado en cultivo y pezes en donde se binculan cada uno ;"{""Talla"": [""00""]],""Marca"":null}";49.999;vistas/img/productos/cultivoHidroponico/cultivo.png;2;403;0;0;0;0;0;0;0;;0000-00-00 00:00:00;1;1;10;0000-00-00 00:00:00
3;3;3;fisico;buso;Buso;buso o plallera en donde esta el logo de la empresa;buso o plallera en donde esta el logo de la empresa;"{""Talla"": [S,L,M],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null}";0;vistas/img/productos/camisas/buso.png;0;0;1;402;0;0;0;0;0;;0000-00-00 00:00:00;0;1;10;0000-00-00 00:00:00
;3;3;fisico;saco;Saco;saco en donde esta el logo de la empresa;saco en donde esta el logo de la empresa;"{""Talla"": [S,L,M],""Color"": [""rojo"",""negro"",""blanco""],""Marca"":null}";0;vistas/img/productos/camisas/saco.png;0;0;2;405;0;0;0;0;0;;0000-00-00 00:00:00;0;1;10;0000-00-00 00:00:00
;3;3;fisico;pocillo;Pocillo;poscillo o baso en donde esta el logo de la empresa;poscillo o baso en donde esta el logo de la empresa;"{""Tamaño"": [estandar],""Color"": [""blanco""],""Marca"":null}";0;vistas/img/productos/pocillo/pocilloBlanco.png;0;0;3;393;0;0;0;0;0;;0000-00-00 00:00:00;0;1;10;0000-00-00 00:00:00
;3;3;fisico;bolso;Bolso;bolso pequeño o tula  en donde esta el logo de la empresa;bolso pequeño o tula  en donde esta el logo de la empresa;"{""Talla"": [mediana],""Color"": [""negro"",""blanco""],""Marca"":null}";0;vistas/img/productos/bolso/bolsoBlanco.png;0;0;4;493;0;0;0;0;0;;0000-00-00 00:00:00;0;1;10;0000-00-00 00:00:00
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
